Query,RunNumber,ExecutionTime_ms,Configuration,IndexStrategy,DataSetSize
query_3,8,179.266,High Memory,composite_indexes,Large
query_3,9,193.838,High Memory,composite_indexes,Large
query_3,10,197.929,High Memory,composite_indexes,Large
query_3,11,198.294,High Memory,composite_indexes,Large
query_3,12,189.411,High Memory,composite_indexes,Large
query_3,13,186.43,High Memory,composite_indexes,Large
query_3,14,184.946,High Memory,composite_indexes,Large
query_3,15,184.613,High Memory,composite_indexes,Large
query_3,16,179.569,High Memory,composite_indexes,Large
query_3,17,222.973,High Memory,composite_indexes,Large
query_3,18,172.894,High Memory,composite_indexes,Large
query_3,19,155.971,High Memory,composite_indexes,Large
query_3,20,163.139,High Memory,composite_indexes,Large
query_3,21,158.491,High Memory,composite_indexes,Large
query_3,22,161.647,High Memory,composite_indexes,Large
query_3,23,186.734,High Memory,composite_indexes,Large
query_3,24,205.04,High Memory,composite_indexes,Large
query_3,25,208.725,High Memory,composite_indexes,Large
query_3,26,247.716,High Memory,composite_indexes,Large
query_3,27,186.734,High Memory,composite_indexes,Large
query_3,28,205.774,High Memory,composite_indexes,Large
query_3,29,179.265,High Memory,composite_indexes,Large
query_3,30,233.241,High Memory,composite_indexes,Large
query_4,1,959.601,High Memory,composite_indexes,Large
query_4,2,996.424,High Memory,composite_indexes,Large
query_4,3,888.211,High Memory,composite_indexes,Large
query_4,4,846.256,High Memory,composite_indexes,Large
query_4,5,745.779,High Memory,composite_indexes,Large
query_4,6,732.382,High Memory,composite_indexes,Large
query_4,7,835.916,High Memory,composite_indexes,Large
query_4,8,771.188,High Memory,composite_indexes,Large
query_4,9,790.275,High Memory,composite_indexes,Large
query_4,10,839.103,High Memory,composite_indexes,Large
query_4,11,837.661,High Memory,composite_indexes,Large
query_4,12,785.479,High Memory,composite_indexes,Large
query_4,13,856.543,High Memory,composite_indexes,Large
query_4,14,739.545,High Memory,composite_indexes,Large
query_4,15,786.808,High Memory,composite_indexes,Large
query_4,16,852.866,High Memory,composite_indexes,Large
query_4,17,1016.051,High Memory,composite_indexes,Large
query_4,18,893.328,High Memory,composite_indexes,Large
query_4,19,711.711,High Memory,composite_indexes,Large
query_4,20,745.056,High Memory,composite_indexes,Large
query_4,21,762.354,High Memory,composite_indexes,Large
query_4,22,741.382,High Memory,composite_indexes,Large
query_4,23,697.858,High Memory,composite_indexes,Large
query_4,24,678.401,High Memory,composite_indexes,Large
query_4,25,756.091,High Memory,composite_indexes,Large
